protein_id	label	y	cluster	genome_family	host_domain	host_layer	length	split	lofo
PP885686_125	decoy	0	PP885686_125				71	train	train
PX315771_20	decoy	0	PX315771_20				100	train	train
OZ196581_133	decoy	0	OZ196581_133				108	train	train
MT764208_2	decoy	0	MT764208_2				608	train	train
MN153503_20	decoy	0	MN153503_20				70	train	train
MK962635_54	decoy	0	MK962635_54				375	train	train
PV029745_148	decoy	0	PV029745_148				159	val	train
NC_062757_61	decoy	0	NC_062757_61				73	train	train
MT863729_50	decoy	0	MT863729_50				32	train	train
PP468604_226	decoy	0	PP468604_226				246	val	train
PP763568_61	decoy	0	PP763568_61				254	test	train
OR844766_120	decoy	0	OR844766_120				691	val	train
NC_111488_2	decoy	0	NC_111488_2				131	train	train
PQ341120_141	decoy	0	PQ341120_141				66	train	train
NC_073751_8	decoy	0	NC_073751_8				366	train	train
MH779520_11	decoy	0	MH779520_11				61	train	train
NC_055749_91	decoy	0	NC_055749_91				62	train	train
MZ560702_81	decoy	0	MZ560702_81				337	val	train
CAJDJY010000002_34	decoy	0	CAJDJY010000002_34				804	train	train
MK801735_56	decoy	0	MK801735_56				341	train	train
PQ850606_3	decoy	0	PQ850606_3				180	train	train
PQ464590_516	decoy	0	PQ464590_516				142	val	train
OR199843_17	decoy	0	OR199843_17				166	train	train
OP380606_27	decoy	0	OP380606_27				59	train	train
OQ357865_24	decoy	0	OQ357865_24				99	test	train
MN270272_44	decoy	0	MN270272_44				113	val	train
PQ114746_31	decoy	0	PQ114746_31				133	train	train
OZ196394_41	decoy	0	OZ196394_41				201	train	train
NC_049850_196	decoy	0	NC_049850_196				207	val	train
JF957060_26	decoy	0	JF957060_26				1123	train	train
OR237564_2	decoy	0	OR237564_2				68	test	train
LC889977_180	decoy	0	LC889977_180				31	train	train
PP479939_3	decoy	0	PP479939_3				463	val	train
NC_023604_49	decoy	0	NC_023604_49				175	train	train
PP208929_46	decoy	0	PP208929_46				69	train	train
OQ921101_41	decoy	0	OQ921101_41				149	test	train
MH937492_30	decoy	0	MH937492_30				234	train	train
OK490421_15	decoy	0	OK490421_15				91	train	train
PV105562_7	decoy	0	PV105562_7				343	train	train
ON170177_17	decoy	0	ON170177_17				63	train	train
NC_005893_21	decoy	0	NC_005893_21				130	train	train
NC_054646_3	decoy	0	NC_054646_3				103	train	train
OK896991_92	decoy	0	OK896991_92				137	val	train
ON170327_20	decoy	0	ON170327_20				557	train	train
PX109662.1_7	decoy	0	PX109662.1_7				834	train	train
NC_048843_45	decoy	0	NC_048843_45				356	test	train
ON970601_52	decoy	0	ON970601_52				106	train	train
OP856590_219	decoy	0	OP856590_219				107	train	train
MK416021_5	decoy	0	MK416021_5				344	train	train
OP121182_36	decoy	0	OP121182_36				236	train	train
OZ038336_169	decoy	0	OZ038336_169				108	train	train
KJ019041_157	decoy	0	KJ019041_157				465	val	train
MK448892_7	decoy	0	MK448892_7				242	train	train
NC_111671_29	decoy	0	NC_111671_29				318	train	train
OR225626_33	decoy	0	OR225626_33				62	train	train
PX097022_17	decoy	0	PX097022_17				69	test	train
PX531183_204	decoy	0	PX531183_204				1353	test	train
NC_062759_12	decoy	0	NC_062759_12				162	train	train
ON548421_29	decoy	0	ON548421_29				195	test	train
PP848849_71	decoy	0	PP848849_71				93	test	train
PV864763_250	decoy	0	PV864763_250				295	train	train
MK448736_17	decoy	0	MK448736_17				78	val	train
NC_015290_40	decoy	0	NC_015290_40				197	test	train
MK290738_4	decoy	0	MK290738_4				133	train	train
PV245944_57	decoy	0	PV245944_57				110	train	train
PV611058_287	decoy	0	PV611058_287				321	test	train
PQ182780_173	decoy	0	PQ182780_173				170	val	train
NC_092457_24	decoy	0	NC_092457_24				302	train	train
PP925842_41	decoy	0	PP925842_41				82	train	train
PV685965_145	decoy	0	PV685965_145				350	train	train
KY065450_34	decoy	0	KY065450_34				433	test	train
MT080596_201	decoy	0	MT080596_201				157	train	train
OR001909_101	decoy	0	OR001909_101				631	train	train
OY720014_260	decoy	0	OY720014_260				79	train	train
KY471267_15	decoy	0	KY471267_15				570	train	train
NC_048047_103	decoy	0	NC_048047_103				64	test	train
NC_070961_141	decoy	0	NC_070961_141				830	train	train
OP331230_25	decoy	0	OP331230_25				86	train	train
NC_028683_176	decoy	0	NC_028683_176				581	test	train
PP735124_4	decoy	0	PP735124_4				163	val	train
NC_042116_290	decoy	0	NC_042116_290				234	test	train
NC_042030_40	decoy	0	NC_042030_40				66	train	train
PV067941_81	decoy	0	PV067941_81				212	train	train
MW269952_153	decoy	0	MW269952_153				267	train	train
MK448766_5	decoy	0	MK448766_5				117	val	train
NC_109280_6	decoy	0	NC_109280_6				109	train	train
MZ573780_138	decoy	0	MZ573780_138				394	train	train
ON637770_111	decoy	0	ON637770_111				409	test	train
NC_020862_75	decoy	0	NC_020862_75				743	train	train
PV596763_57	decoy	0	PV596763_57				127	train	train
OP079919_289	decoy	0	OP079919_289				442	train	train
NC_048680_26	decoy	0	NC_048680_26				141	test	train
NC_055737_96	decoy	0	NC_055737_96				112	train	train
PV942687_15	decoy	0	PV942687_15				301	test	train
NC_049374_20	decoy	0	NC_049374_20				376	train	train
PQ118624_126	decoy	0	PQ118624_126				91	val	train
OL631482_45	decoy	0	OL631482_45				81	val	train
PV864296_25	decoy	0	PV864296_25				110	val	train
NC_029102_4	decoy	0	NC_029102_4				107	train	train
PV656002_33	decoy	0	PV656002_33				138	train	train
MT080596_151	decoy	0	MT080596_151				153	test	train
OZ035802_18	decoy	0	OZ035802_18				43	val	train
KC787111_15	decoy	0	KC787111_15				1338	train	train
MT708547_230	decoy	0	MT708547_230				136	train	train
MF919501_81	decoy	0	MF919501_81				134	val	train
ON602729_112	decoy	0	ON602729_112				332	test	train
OR797044_86	decoy	0	OR797044_86				175	val	train
MG710528_71	decoy	0	MG710528_71				191	train	train
NC_048695_4	decoy	0	NC_048695_4				55	train	train
PQ362313_18	decoy	0	PQ362313_18				328	val	train
NC_055833_31	decoy	0	NC_055833_31				198	test	train
NC_054988_30	decoy	0	NC_054988_30				55	train	train
MW202828_4	decoy	0	MW202828_4				283	train	train
LC889027.1_45	decoy	0	LC889027.1_45				84	train	train
PQ785585_42	decoy	0	PQ785585_42				247	train	train
OQ095915_76	decoy	0	OQ095915_76				128	val	train
MK295204_133	decoy	0	MK295204_133				118	train	train
MG065675_6	decoy	0	MG065675_6				234	train	train
NC_029002_110	decoy	0	NC_029002_110				171	train	train
PP738795_255	decoy	0	PP738795_255				190	test	train
NC_009817_38	decoy	0	NC_009817_38				135	test	train
NC_029045_87	decoy	0	NC_029045_87				115	test	train
MW578836_27	decoy	0	MW578836_27				2155	test	train
NC_031934_23	decoy	0	NC_031934_23				108	train	train
PX071744_24	decoy	0	PX071744_24				1339	train	train
NC_020081_161	decoy	0	NC_020081_161				82	train	train
NC_070965_176	decoy	0	NC_070965_176				316	val	train
PV165877_135	decoy	0	PV165877_135				111	train	train
OR613483_53	decoy	0	OR613483_53				172	test	train
PQ898399_327	decoy	0	PQ898399_327				95	train	train
MK450426_40	decoy	0	MK450426_40				72	train	train
PQ362683_50	decoy	0	PQ362683_50				82	train	train
OL799258_120	decoy	0	OL799258_120				59	train	train
OQ627806_53	decoy	0	OQ627806_53				78	train	train
CP063417_2	decoy	0	CP063417_2				65	val	train
NC_021067_224	decoy	0	NC_021067_224				109	train	train
MW349138_70	decoy	0	MW349138_70				502	train	train
PZ099263.1_61	decoy	0	PZ099263.1_61				69	train	train
PP554337_235	decoy	0	PP554337_235				202	test	train
LC819007_171	decoy	0	LC819007_171				317	train	train
MN153503_108	decoy	0	MN153503_108				186	train	train
MW584185_53	decoy	0	MW584185_53				574	val	train
MT713136_192	decoy	0	MT713136_192				102	train	train
KU761559_68	decoy	0	KU761559_68				85	train	train
ON645936_197	decoy	0	ON645936_197				44	train	train
PV036413_6	decoy	0	PV036413_6				138	train	train
KY224000_10	decoy	0	KY224000_10				623	train	train
NC_022334_17	decoy	0	NC_022334_17				273	train	train
PQ184837_98	decoy	0	PQ184837_98				122	train	train
MN813685_42	decoy	0	MN813685_42				303	train	train
LT598654_214	decoy	0	LT598654_214				102	train	train
OZ035771_197	decoy	0	OZ035771_197				79	val	train
OP620755_9	decoy	0	OP620755_9				149	train	train
NC_093713_43	decoy	0	NC_093713_43				103	train	train
LC648443_37	decoy	0	LC648443_37				329	train	train
OQ921340_151	decoy	0	OQ921340_151				77	test	train
MN585983_46	decoy	0	MN585983_46				179	train	train
PV171465_55	decoy	0	PV171465_55				97	train	train
NC_071008_12	decoy	0	NC_071008_12				464	train	train
OM203159_51	decoy	0	OM203159_51				211	train	train
MW602648_71	decoy	0	MW602648_71				120	train	train
NC_070776_14	decoy	0	NC_070776_14				137	train	train
OP172666_53	decoy	0	OP172666_53				439	train	train
MW239124_214	decoy	0	MW239124_214				60	val	train
PP579741_111	decoy	0	PP579741_111				634	train	train
OM960734_248	decoy	0	OM960734_248				904	test	train
MT426122_76	decoy	0	MT426122_76				470	train	train
NC_021792_12	decoy	0	NC_021792_12				123	train	train
OR777152_15	decoy	0	OR777152_15				745	val	train
OK283306_11	decoy	0	OK283306_11				67	val	train
PV200781_52	decoy	0	PV200781_52				72	train	train
PX550018_39	decoy	0	PX550018_39				104	train	train
MK279884_12	decoy	0	MK279884_12				139	test	train
MW749004_65	decoy	0	MW749004_65				69	val	train
MZ417326_132	decoy	0	MZ417326_132				64	train	train
NC_055757_220	decoy	0	NC_055757_220				621	train	train
MW924638_39	decoy	0	MW924638_39				153	train	train
OQ680478_10	decoy	0	OQ680478_10				469	test	train
NC_048077_254	decoy	0	NC_048077_254				116	train	train
PP848838_31	decoy	0	PP848838_31				857	train	train
NC_041973_61	decoy	0	NC_041973_61				111	test	train
PX104380_184	decoy	0	PX104380_184				162	train	train
OL964058_155	decoy	0	OL964058_155				145	test	train
PV037725_189	decoy	0	PV037725_189				90	train	train
PQ867852_33	decoy	0	PQ867852_33				305	val	train
NC_073459_39	decoy	0	NC_073459_39				74	train	train
MG592629_37	decoy	0	MG592629_37				229	train	train
PX741047.1_43	decoy	0	PX741047.1_43				281	val	train
ON456343_88	decoy	0	ON456343_88				62	train	train
MT639641_27	decoy	0	MT639641_27				247	train	train
OZ346160_78	decoy	0	OZ346160_78				88	test	train
MN850617_46	decoy	0	MN850617_46				56	train	train
PP496454_7	decoy	0	PP496454_7				397	train	train
PQ642456_58	decoy	0	PQ642456_58				138	train	train
NC_048044_34	decoy	0	NC_048044_34				126	train	train
PQ093899_1	decoy	0	PQ093899_1				465	train	train
MH513985_41	decoy	0	MH513985_41				69	train	train
KY883644_22	decoy	0	KY883644_22				569	test	train
NC_070770_4	decoy	0	NC_070770_4				642	train	train
MZ648034_2	decoy	0	MZ648034_2				99	train	train
PX979741.1_24	decoy	0	PX979741.1_24				254	train	train
PP978614_59	decoy	0	PP978614_59				142	test	train
NC_048046_252	decoy	0	NC_048046_252				255	val	train
MK448737_26	decoy	0	MK448737_26				162	val	train
OU509535_234	decoy	0	OU509535_234				87	test	train
PP763259_118	decoy	0	PP763259_118				135	train	train
MZ417325_44	decoy	0	MZ417325_44				74	test	train
PP179306_23	decoy	0	PP179306_23				122	train	train
MG674163_28	decoy	0	MG674163_28				251	val	train
OK040786_89	decoy	0	OK040786_89				56	train	train
NC_048751_58	decoy	0	NC_048751_58				65	train	train
PX794769.1_53	decoy	0	PX794769.1_53				66	val	train
LT598654_254	decoy	0	LT598654_254				110	val	train
NC_070981_120	decoy	0	NC_070981_120				55	val	train
OL539457_67	decoy	0	OL539457_67				63	train	train
MZ417335_84	decoy	0	MZ417335_84				554	train	train
PX718917.1_76	decoy	0	PX718917.1_76				160	test	train
PV764938_42	decoy	0	PV764938_42				67	train	train
MW845760_343	decoy	0	MW845760_343				75	train	train
PV558796_21	decoy	0	PV558796_21				121	val	train
MG592622_33	decoy	0	MG592622_33				144	test	train
MH538193_208	decoy	0	MH538193_208				81	val	train
PQ189330_23	decoy	0	PQ189330_23				594	train	train
KX160218_52	decoy	0	KX160218_52				1357	train	train
NC_001447_9	decoy	0	NC_001447_9				82	train	train
NC_102116_93	decoy	0	NC_102116_93				150	test	train
OR539220_118	decoy	0	OR539220_118				180	train	train
NC_073687_4	decoy	0	NC_073687_4				66	val	train
NC_048855_154	decoy	0	NC_048855_154				161	test	train
OL333533_162	decoy	0	OL333533_162				207	train	train
PV357750_70	decoy	0	PV357750_70				306	val	train
ON170177_19	decoy	0	ON170177_19				75	test	train
NC_019919_147	decoy	0	NC_019919_147				162	train	train
NC_048182_256	decoy	0	NC_048182_256				114	train	train
NC_070976_22	decoy	0	NC_070976_22				290	train	train
OR613467_37	decoy	0	OR613467_37				94	val	train
PP397179_21	decoy	0	PP397179_21				162	val	train
MF614627_3	decoy	0	MF614627_3				126	test	train
OP650936_61	decoy	0	OP650936_61				154	test	train
BTJB01000001_329	decoy	0	BTJB01000001_329				137	train	train
PX833416.1_97	decoy	0	PX833416.1_97				312	val	train
MT408532_7	decoy	0	MT408532_7				148	val	train
PQ362703_5	decoy	0	PQ362703_5				230	train	train
OR125554_9	decoy	0	OR125554_9				576	train	train
OR846589_157	decoy	0	OR846589_157				104	val	train
NC_048854_26	decoy	0	NC_048854_26				338	val	train
MT894004_63	decoy	0	MT894004_63				163	train	train
OR668230_40	decoy	0	OR668230_40				234	val	train
MN871473_34	decoy	0	MN871473_34				415	train	train
MW021760_70	decoy	0	MW021760_70				951	train	train
MT952847_40	decoy	0	MT952847_40				93	train	train
KX356061.1_81	decoy	0	KX356061.1_81				255	train	train
PV928011_22	decoy	0	PV928011_22				93	val	train
MK962753_40	decoy	0	MK962753_40				191	val	train
PP734007_38	decoy	0	PP734007_38				197	train	train
OZ035810_16	decoy	0	OZ035810_16				279	test	train
PQ394074_58	decoy	0	PQ394074_58				137	test	train
OQ555404_12	decoy	0	OQ555404_12				232	val	train
NC_049849_226	decoy	0	NC_049849_226				87	test	train
NC_023693_40	decoy	0	NC_023693_40				330	test	train
KX822733_184	decoy	0	KX822733_184				419	train	train
MZ747510_94	decoy	0	MZ747510_94				74	train	train
OR777152_59	decoy	0	OR777152_59				88	train	train
MZ231001_6	decoy	0	MZ231001_6				90	val	train
NC_028663_181	decoy	0	NC_028663_181				393	train	train
NC_048053_56	decoy	0	NC_048053_56				278	train	train
OP172737_18	decoy	0	OP172737_18				386	train	train
NC_042029_15	decoy	0	NC_042029_15				68	val	train
NC_070964_49	decoy	0	NC_070964_49				111	train	train
OR584014_138	decoy	0	OR584014_138				74	train	train
PP357480_29	decoy	0	PP357480_29				346	train	train
NC_020875_108	decoy	0	NC_020875_108				66	train	train
NC_020479_57	decoy	0	NC_020479_57				266	test	train
NC_028962_31	decoy	0	NC_028962_31				718	test	train
CP062462_62	decoy	0	CP062462_62				68	val	train
KJ668715_87	decoy	0	KJ668715_87				213	train	train
MH271302_38	decoy	0	MH271302_38				109	test	train
MH271312_36	decoy	0	MH271312_36				69	train	train
OP793884_48	decoy	0	OP793884_48				494	train	train
KY038360_19	decoy	0	KY038360_19				353	train	train
OR159659_16	decoy	0	OR159659_16				682	test	train
LR596902_2	decoy	0	LR596902_2				189	val	train
NC_062762_9	decoy	0	NC_062762_9				134	train	train
LR756508_427	decoy	0	LR756508_427				702	train	train
PQ495709_37	decoy	0	PQ495709_37				134	test	train
NC_049925_47	decoy	0	NC_049925_47				263	test	train
OK041467_10	decoy	0	OK041467_10				111	train	train
ON004963_68	decoy	0	ON004963_68				63	train	train
NC_055770_27	decoy	0	NC_055770_27				140	train	train
MN284901_36	decoy	0	MN284901_36				396	train	train
MN698239_1	decoy	0	MN698239_1				182	train	train
MW677516_39	decoy	0	MW677516_39				1015	train	train
NC_048731_30	decoy	0	NC_048731_30				328	train	train
PV615398_148	decoy	0	PV615398_148				171	train	train
KT591489_77	decoy	0	KT591489_77				189	val	train
MW145137_77	decoy	0	MW145137_77				229	train	train
MZ417322_119	decoy	0	MZ417322_119				108	test	train
OQ383327_75	decoy	0	OQ383327_75				111	val	train
OX638290_18	decoy	0	OX638290_18				162	val	train
MK448665_60	decoy	0	MK448665_60				76	val	train
NC_071015_57	decoy	0	NC_071015_57				193	val	train
ON190025_63	decoy	0	ON190025_63				138	val	train
MW286157_106	decoy	0	MW286157_106				375	test	train
MN850625_2	decoy	0	MN850625_2				817	test	train
PV287707_76	decoy	0	PV287707_76				71	train	train
MW824434_10	decoy	0	MW824434_10				454	test	train
NC_028943_28	decoy	0	NC_028943_28				204	train	train
KU160494_64	decoy	0	KU160494_64				68	train	train
LC597490_96	decoy	0	LC597490_96				425	test	train
MN908685_133	decoy	0	MN908685_133				567	train	train
NC_049813_26	decoy	0	NC_049813_26				363	train	train
NC_023568_221	decoy	0	NC_023568_221				283	train	train
KY549153_37	decoy	0	KY549153_37				682	train	train
OQ921337_193	decoy	0	OQ921337_193				145	train	train
PX630720_79	decoy	0	PX630720_79				234	train	train
PQ589210_42	decoy	0	PQ589210_42				101	train	train
MH598798_45	decoy	0	MH598798_45				501	val	train
PP738799_39	decoy	0	PP738799_39				167	train	train
MW041639_36	decoy	0	MW041639_36				48	train	train
NC_054444_47	decoy	0	NC_054444_47				173	train	train
NC_007021_56	decoy	0	NC_007021_56				350	test	train
MG945714_1	decoy	0	MG945714_1				335	val	train
OP957382_59	decoy	0	OP957382_59				39	test	train
MT521993_138	decoy	0	MT521993_138				86	test	train
MN908693_68	decoy	0	MN908693_68				67	val	train
OQ622254_32	decoy	0	OQ622254_32				91	train	train
OR844993_54	decoy	0	OR844993_54				421	train	train
KX670790_60	decoy	0	KX670790_60				145	train	train
NC_049944_60	decoy	0	NC_049944_60				149	train	train
MG945781_2	decoy	0	MG945781_2				127	train	train
PZ055533.1_167	decoy	0	PZ055533.1_167				72	train	train
NC_027990_13	decoy	0	NC_027990_13				198	test	train
PP601405_64	decoy	0	PP601405_64				566	train	train
OZ038336_154	decoy	0	OZ038336_154				235	train	train
MN234222_37	decoy	0	MN234222_37				426	test	train
PX424303_29	decoy	0	PX424303_29				139	test	train
PV112478_211	decoy	0	PV112478_211				511	train	train
OR479082_37	decoy	0	OR479082_37				146	train	train
NC_005345_48	decoy	0	NC_005345_48				137	train	train
OX638288_155	decoy	0	OX638288_155				80	train	train
MH707436_65	decoy	0	MH707436_65				50	train	train
NC_049463_33	decoy	0	NC_049463_33				126	train	train
OM892879_20	decoy	0	OM892879_20				134	train	train
PV036454_39	decoy	0	PV036454_39				95	train	train
MF477236_43	decoy	0	MF477236_43				146	val	train
OZ335959.1_197	decoy	0	OZ335959.1_197				181	train	train
PV876962.1_16	decoy	0	PV876962.1_16				289	train	train
