protein_id,category,host_raw,host_domain,genome_genus,genome_family,protein_length,best_evalue,n_pfam,n_cdd,n_superfamily,cazy_layer,tmhmm_predhel_approx,signal_peptide_approx,genome_completeness,genome_checkv_quality,fold_homolog,mean_plddt,n_pockets,substrate_inferred,novelty,transfer_value,total_score
MK521907_28,holin,Klebsiella,bacteria,Sugarlandvirus,Demerecviridae,221,2.00e-15,1,0,0,none,2,yes,100.0,Complete,,,,膜成孔（内溶素协同，推断）,0.564,CRKP/PA/AB 临床重点菌,0.7176
PQ569727_103,holin,Klebsiella,bacteria,Unclassified,Unclassified,221,2.00e-15,1,0,0,none,2,yes,96.71,High-quality,,,,膜成孔（内溶素协同，推断）,0.564,CRKP/PA/AB 临床重点菌,0.7176
PV402694_46,holin,Klebsiella,bacteria,Unclassified,Unclassified,221,2.00e-15,1,0,0,none,2,yes,84.22,Medium-quality,,,,膜成孔（内溶素协同，推断）,0.564,CRKP/PA/AB 临床重点菌,0.7176
PQ569709_102,holin,Klebsiella,bacteria,Unclassified,Unclassified,221,2.00e-15,1,0,0,none,2,yes,88.03,Medium-quality,,,,膜成孔（内溶素协同，推断）,0.564,CRKP/PA/AB 临床重点菌,0.7176
PP357480_22,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.016,CRKP/PA/AB 临床重点菌,0.7174
PX915674.1_42,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.016,CRKP/PA/AB 临床重点菌,0.7174
PP357461_39,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.016,CRKP/PA/AB 临床重点菌,0.7174
PP734006_40,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.016,CRKP/PA/AB 临床重点菌,0.7174
OR290821_2,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.015,CRKP/PA/AB 临床重点菌,0.7173
PP357473_28,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.015,CRKP/PA/AB 临床重点菌,0.7173
PQ288045_3,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,94.52,High-quality,,,,荚膜多糖（推断）,0.015,CRKP/PA/AB 临床重点菌,0.7173
PP357482_2,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.015,CRKP/PA/AB 临床重点菌,0.7173
OR532822_42,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,93.67,High-quality,,,,荚膜多糖（推断）,0.015,CRKP/PA/AB 临床重点菌,0.7173
OP103920_7,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.015,CRKP/PA/AB 临床重点菌,0.7173
PV854174_40,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,92.74,High-quality,,,,荚膜多糖（推断）,0.015,CRKP/PA/AB 临床重点菌,0.7173
PP357462_2,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.015,CRKP/PA/AB 临床重点菌,0.7173
PP357470_6,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.015,CRKP/PA/AB 临床重点菌,0.7173
OR387547_24,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.015,CRKP/PA/AB 临床重点菌,0.7173
OR532823_1,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,944,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.015,CRKP/PA/AB 临床重点菌,0.7173
OR532809_40,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,722,1.60e-67,1,0,1,"CAZy(tailspike,class待定)",0,no,82.21,Medium-quality,,,,荚膜多糖（推断）,0.015,CRKP/PA/AB 临床重点菌,0.7173
PX908299.1_44,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.014,CRKP/PA/AB 临床重点菌,0.7171
PP357481_9,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.014,CRKP/PA/AB 临床重点菌,0.7171
PP357464_1,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.014,CRKP/PA/AB 临床重点菌,0.7171
PP848846_41,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,93.51,High-quality,,,,荚膜多糖（推断）,0.014,CRKP/PA/AB 临床重点菌,0.7171
OR684907_38,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,0,"CAZy(tailspike,class待定)",0,no,93.75,High-quality,,,,荚膜多糖（推断）,0.014,CRKP/PA/AB 临床重点菌,0.7171
MN149903_1,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,95.57,High-quality,,,,荚膜多糖（推断）,0.014,CRKP/PA/AB 临床重点菌,0.7171
MW042808_21,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.014,CRKP/PA/AB 临床重点菌,0.7171
NC_028688_48,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,555,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,93.64,High-quality,,,,荚膜多糖（推断）,0.013,CRKP/PA/AB 临床重点菌,0.7169
MT542697_45,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.013,CRKP/PA/AB 临床重点菌,0.7169
PP357471_44,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.013,CRKP/PA/AB 临床重点菌,0.7169
MN176574_5,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,94.1,High-quality,,,,荚膜多糖（推断）,0.013,CRKP/PA/AB 临床重点菌,0.7169
PX908300.1_44,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.012,CRKP/PA/AB 临床重点菌,0.7168
OP103921_49,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.012,CRKP/PA/AB 临床重点菌,0.7168
PP357472_5,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.012,CRKP/PA/AB 临床重点菌,0.7168
OR532810_44,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,92.05,High-quality,,,,荚膜多糖（推断）,0.012,CRKP/PA/AB 临床重点菌,0.7168
MW042792_12,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.012,CRKP/PA/AB 临床重点菌,0.7168
PV702342_94,holin,Klebsiella,bacteria,Unclassified,Unclassified,221,2.00e-15,1,0,0,none,2,yes,87.39,Medium-quality,,,,膜成孔（内溶素协同，推断）,0.559,CRKP/PA/AB 临床重点菌,0.7168
NC_027399_534,depolymerase,Klebsiella,bacteria,Alcyoneusvirus,Unclassified,703,1.70e-24,1,0,1,none,0,no,90.19,High-quality,,,,未知,0.655,CRKP/PA/AB 临床重点菌,0.7167
OR256026_41,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.011,CRKP/PA/AB 临床重点菌,0.7167
OR387886_5,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,94.03,High-quality,,,,荚膜多糖（推断）,0.011,CRKP/PA/AB 临床重点菌,0.7167
NC_048114_45,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,94.41,High-quality,,,,荚膜多糖（推断）,0.011,CRKP/PA/AB 临床重点菌,0.7167
PP357466_39,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.011,CRKP/PA/AB 临床重点菌,0.7167
PP357457_6,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.011,CRKP/PA/AB 临床重点菌,0.7167
PX908301.1_45,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.011,CRKP/PA/AB 临床重点菌,0.7167
MW042803_22,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.011,CRKP/PA/AB 临床重点菌,0.7167
PP357455_6,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.011,CRKP/PA/AB 临床重点菌,0.7167
ON287375_140,lysin,Serratia,bacteria,Petsuvirus,Chimalliviridae,2399,1.20e-24,1,0,1,GH18/19,0,no,87.37,Medium-quality,,,,肽聚糖（推断）,0.648,其他革兰阴性/细菌,0.7167
MW042791_2,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.01,CRKP/PA/AB 临床重点菌,0.7165
PP357475_6,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.01,CRKP/PA/AB 临床重点菌,0.7165
MW042809_38,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.01,CRKP/PA/AB 临床重点菌,0.7165
MW042797_40,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.01,CRKP/PA/AB 临床重点菌,0.7165
PP357469_25,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.009,CRKP/PA/AB 临床重点菌,0.7164
MW042804_2,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.009,CRKP/PA/AB 临床重点菌,0.7164
MW042810_11,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.009,CRKP/PA/AB 临床重点菌,0.7164
PQ133594_15,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,95.45,High-quality,,,,荚膜多糖（推断）,0.009,CRKP/PA/AB 临床重点菌,0.7164
PP357467_6,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,94.38,High-quality,,,,荚膜多糖（推断）,0.009,CRKP/PA/AB 临床重点菌,0.7164
OP103923_51,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.009,CRKP/PA/AB 临床重点菌,0.7164
MW042795_30,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.008,CRKP/PA/AB 临床重点菌,0.7162
MW042811_49,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.008,CRKP/PA/AB 临床重点菌,0.7162
PX908298.1_44,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.008,CRKP/PA/AB 临床重点菌,0.7162
PX828365.1_45,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,887,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.008,CRKP/PA/AB 临床重点菌,0.7162
PP357478_8,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.008,CRKP/PA/AB 临床重点菌,0.7162
MZ634344_110,holin,Klebsiella,bacteria,Sugarlandvirus,Demerecviridae,221,2.00e-15,1,0,0,none,2,yes,100.0,Complete,,,,膜成孔（内溶素协同，推断）,0.555,CRKP/PA/AB 临床重点菌,0.7162
PP357476_23,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.007,CRKP/PA/AB 临床重点菌,0.716
PX908297.1_44,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.007,CRKP/PA/AB 临床重点菌,0.716
MW042812_40,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.007,CRKP/PA/AB 临床重点菌,0.716
PP357479_2,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,3,0,1,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.007,CRKP/PA/AB 临床重点菌,0.716
OX335402_48,depolymerase,Klebsiella,bacteria,Taipeivirus,Ackermannviridae,1027,1.10e-258,1,0,0,"CAZy(tailspike,class待定)",1,no,100.0,Complete,,,,荚膜多糖（推断）,0.007,CRKP/PA/AB 临床重点菌,0.716
ON571554_6,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.005,CRKP/PA/AB 临床重点菌,0.7157
OP586623_273,holin,Erwinia,bacteria,Risoevirus,Straboviridae,220,5.00e-58,1,0,0,none,1,yes,93.67,High-quality,,,,膜成孔（内溶素协同，推断）,0.404,其他革兰阴性/细菌,0.7156
ON550260_259,holin,Salmonella,bacteria,Jiaodavirus,Straboviridae,219,9.70e-70,1,0,0,none,2,yes,100.0,Complete,,,,膜成孔（内溶素协同，推断）,0.404,其他革兰阴性/细菌,0.7156
OR844942_55,depolymerase,Enterococcus,bacteria,Unclassified,Unclassified,699,4.90e-140,2,0,1,"CAZy(tailspike,class待定)",0,no,67.11,Medium-quality,AF-A0A5V3UY86-F1,95.9,36,荚膜多糖（推断）,0.21,革兰阳性,0.7154
MW042798_44,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.001,CRKP/PA/AB 临床重点菌,0.7151
NC_027399_538,depolymerase,Klebsiella,bacteria,Alcyoneusvirus,Unclassified,889,1.60e-63,4,0,2,"PL(K1_lyase,family待dbCAN)",0,yes,90.19,High-quality,,,,荚膜多糖（推断）,0.0,CRKP/PA/AB 临床重点菌,0.715
MW042789_37,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,1018,5.80e-181,2,0,0,"CAZy(tailspike,class待定)",0,no,100.0,Complete,,,,荚膜多糖（推断）,0.0,CRKP/PA/AB 临床重点菌,0.715
ON323462_169,depolymerase,Klebsiella,bacteria,Taipeivirus,Ackermannviridae,1027,1.10e-258,1,0,0,"CAZy(tailspike,class待定)",1,no,94.93,High-quality,,,,荚膜多糖（推断）,0.0,CRKP/PA/AB 临床重点菌,0.715
ON399185_209,depolymerase,Klebsiella,bacteria,Taipeivirus,Ackermannviridae,590,1.10e-258,1,0,0,"CAZy(tailspike,class待定)",1,yes,94.92,High-quality,,,,荚膜多糖（推断）,0.0,CRKP/PA/AB 临床重点菌,0.715
NC_042041_41,depolymerase,Klebsiella,bacteria,Sircambvirus,Unclassified,722,1.60e-67,1,0,1,"CAZy(tailspike,class待定)",0,no,81.26,Medium-quality,,,,荚膜多糖（推断）,0.0,CRKP/PA/AB 临床重点菌,0.715
NC_055783_264,holin,Escherichia,bacteria,Dhakavirus,Straboviridae,47,1.00e-52,1,0,0,none,0,no,87.04,Medium-quality,,,,膜成孔（内溶素协同，推断）,1.0,其他革兰阴性/细菌,0.715
NC_024121_253,holin,Serratia,bacteria,Muldoonvirus,Unclassified,77,1.60e-57,,,,none,1,yes,86.9,Medium-quality,,,,膜成孔（内溶素协同，推断）,1.0,其他革兰阴性/细菌,0.715
PP734007_41,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,793,9.00e-78,1,0,1,none,0,no,100.0,Complete,,,,未知,0.498,CRKP/PA/AB 临床重点菌,0.7147
MT457552_167,holin,Shewanella,bacteria,Unclassified,Straboviridae,218,6.10e-70,1,0,0,none,2,yes,79.59,Medium-quality,,,,膜成孔（内溶素协同，推断）,0.395,其他革兰阴性/细菌,0.7142
PX866609.1_35,holin,Shewanella,bacteria,Unclassified,Unclassified,218,6.10e-70,1,0,0,none,2,yes,77.86,Medium-quality,,,,膜成孔（内溶素协同，推断）,0.395,其他革兰阴性/细菌,0.7142
PX694413.1_38,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,793,9.00e-78,1,0,1,none,0,no,100.0,Complete,,,,未知,0.494,CRKP/PA/AB 临床重点菌,0.7141
PX694415.1_39,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,793,9.00e-78,1,0,1,none,0,no,100.0,Complete,,,,未知,0.491,CRKP/PA/AB 临床重点菌,0.7137
NC_047798_42,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,793,9.00e-78,1,0,1,none,0,no,100.0,Complete,,,,未知,0.491,CRKP/PA/AB 临床重点菌,0.7137
NC_070779_4,holin,Salmonella,bacteria,Moonvirus,Straboviridae,219,8.90e-73,1,0,0,none,2,yes,94.28,High-quality,,,,膜成孔（内溶素协同，推断）,0.39,其他革兰阴性/细菌,0.7135
PQ589834_300,holin,Citrobacter,bacteria,Unclassified,Straboviridae,219,8.90e-73,1,0,0,none,2,yes,96.75,High-quality,,,,膜成孔（内溶素协同，推断）,0.39,其他革兰阴性/细菌,0.7135
NC_042067_283,holin,Citrobacter,bacteria,Moonvirus,Straboviridae,219,8.90e-73,1,0,0,none,2,yes,95.01,High-quality,,,,膜成孔（内溶素协同，推断）,0.39,其他革兰阴性/细菌,0.7135
OR067836_40,depolymerase,Serratia,bacteria,Przondovirus,Autotranscriptaviridae,870,1.20e-58,2,1,2,none,0,no,94.46,High-quality,AF-A0AAE7H4S0-F1,88.7,31,未知,0.497,其他革兰阴性/细菌,0.7126
PQ197425_39,depolymerase,Raoultella,bacteria,Unclassified,Unclassified,778,9.40e-38,1,0,1,none,0,no,100.0,Complete,AF-A0AAE7H5P6-F1,89.8,26,未知,0.485,其他革兰阴性/细菌,0.7125
ON602742_22,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,793,9.00e-78,1,0,1,none,0,no,100.0,Complete,,,,未知,0.481,CRKP/PA/AB 临床重点菌,0.7122
PP801331_6,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,793,9.00e-78,1,0,1,none,0,no,100.0,Complete,,,,未知,0.479,CRKP/PA/AB 临床重点菌,0.7118
OK138556_9,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,793,9.00e-78,1,0,1,none,0,no,94.15,High-quality,,,,未知,0.479,CRKP/PA/AB 临床重点菌,0.7118
PX550015_36,depolymerase,Klebsiella,bacteria,Webervirus,Drexlerviridae,793,9.00e-78,1,0,1,none,0,no,94.82,High-quality,,,,未知,0.477,CRKP/PA/AB 临床重点菌,0.7116
PQ571299_43,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,668,9.00e-78,0,0,1,none,0,no,100.0,Complete,,,,未知,0.477,CRKP/PA/AB 临床重点菌,0.7116
PX694416.1_41,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,793,9.00e-78,1,0,1,none,0,no,100.0,Complete,,,,未知,0.477,CRKP/PA/AB 临床重点菌,0.7116
OL799328_3,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,793,9.00e-78,1,0,1,none,0,no,100.0,Complete,,,,未知,0.477,CRKP/PA/AB 临床重点菌,0.7116
PX694417.1_39,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,793,9.00e-78,1,0,1,none,0,no,100.0,Complete,,,,未知,0.477,CRKP/PA/AB 临床重点菌,0.7116
NC_028857_283,holin,Citrobacter,bacteria,Moonvirus,Straboviridae,219,8.90e-73,1,0,0,none,2,yes,95.61,High-quality,,,,膜成孔（内溶素协同，推断）,0.377,其他革兰阴性/细菌,0.7116
PX694411.1_36,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,793,9.00e-78,1,0,1,none,0,no,100.0,Complete,,,,未知,0.475,CRKP/PA/AB 临床重点菌,0.7113
PQ843213_10,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,793,9.00e-78,1,0,1,none,0,no,95.54,High-quality,,,,未知,0.475,CRKP/PA/AB 临床重点菌,0.7113
PP662633_33,depolymerase,Klebsiella,bacteria,Przondovirus,Autotranscriptaviridae,793,9.00e-78,1,0,1,none,0,no,95.29,High-quality,,,,未知,0.475,CRKP/PA/AB 临床重点菌,0.7113
PQ133605_40,depolymerase,Klebsiella,bacteria,Unclassified,Unclassified,793,9.00e-78,1,0,1,none,0,no,100.0,Complete,,,,未知,0.475,CRKP/PA/AB 临床重点菌,0.7113
